run_date,disease,state,year,cumulative_notifications
2026-08-26,Measles,NT,2017,3
2026-08-26,Measles,QLD,2017,8
2026-08-26,Measles,SA,2017,3
2026-08-26,Measles,TAS,2017,0
2026-08-26,Measles,VIC,2017,21
2026-08-26,Measles,WA,2017,17
2026-08-26,Measles,National,2018,106
2026-08-26,Measles,ACT,2018,3
2026-08-26,Measles,NSW,2018,19
2026-08-26,Measles,NT,2018,0
2026-08-26,Measles,QLD,2018,14
2026-08-26,Measles,SA,2018,3
2026-08-26,Measles,TAS,2018,3
2026-08-26,Measles,VIC,2018,26
2026-08-26,Measles,WA,2018,38
2026-08-26,Measles,National,2019,287
2026-08-26,Measles,ACT,2019,3
2026-08-26,Measles,NSW,2019,62
2026-08-26,Measles,NT,2019,31
2026-08-26,Measles,QLD,2019,74
2026-08-26,Measles,SA,2019,3
2026-08-26,Measles,TAS,2019,3
2026-08-26,Measles,VIC,2019,59
2026-08-26,Measles,WA,2019,52
2026-08-26,Measles,National,2020,23
2026-08-26,Measles,ACT,2020,0
2026-08-26,Measles,NSW,2020,11
2026-08-26,Measles,NT,2020,0
2026-08-26,Measles,QLD,2020,6
2026-08-26,Measles,SA,2020,0
2026-08-26,Measles,TAS,2020,0
2026-08-26,Measles,VIC,2020,3
2026-08-26,Measles,WA,2020,3
2026-08-26,Measles,National,2021,0
2026-08-26,Measles,ACT,2021,0
2026-08-26,Measles,NSW,2021,0
2026-08-26,Measles,NT,2021,0
2026-08-26,Measles,QLD,2021,0
2026-08-26,Measles,SA,2021,0
2026-08-26,Measles,TAS,2021,0
2026-08-26,Measles,VIC,2021,0
2026-08-26,Measles,WA,2021,0
2026-08-26,Measles,National,2022,9
2026-08-26,Measles,ACT,2022,0
2026-08-26,Measles,NSW,2022,3
2026-08-26,Measles,NT,2022,0
2026-08-26,Measles,QLD,2022,0
2026-08-26,Measles,SA,2022,0
2026-08-26,Measles,TAS,2022,0
2026-08-26,Measles,VIC,2022,6
2026-08-26,Measles,WA,2022,0
2026-08-26,Measles,National,2023,29
2026-08-26,Measles,ACT,2023,3
2026-08-26,Measles,NSW,2023,6
2026-08-26,Measles,NT,2023,0
2026-08-26,Measles,QLD,2023,5
2026-08-26,Measles,SA,2023,3
2026-08-26,Measles,TAS,2023,3
2026-08-26,Measles,VIC,2023,3
2026-08-26,Measles,WA,2023,6
2026-08-26,Measles,National,2024,59
2026-08-26,Measles,ACT,2024,3
2026-08-26,Measles,NSW,2024,18
2026-08-26,Measles,NT,2024,0
2026-08-26,Measles,QLD,2024,9
2026-08-26,Measles,SA,2024,6
2026-08-26,Measles,TAS,2024,0
2026-08-26,Measles,VIC,2024,17
2026-08-26,Measles,WA,2024,6
2026-08-26,Measles,National,2025,183
2026-08-26,Measles,ACT,2025,0
2026-08-26,Measles,NSW,2025,37
2026-08-26,Measles,NT,2025,3
2026-08-26,Measles,QLD,2025,34
2026-08-26,Measles,SA,2025,7
2026-08-26,Measles,TAS,2025,3
2026-08-26,Measles,VIC,2025,36
2026-08-26,Measles,WA,2025,63
2026-08-26,Measles,National,2026,112
2026-08-26,Measles,ACT,2026,3
2026-08-26,Measles,NSW,2026,53
2026-08-26,Measles,NT,2026,0
2026-08-26,Measles,QLD,2026,18
2026-08-26,Measles,SA,2026,3
2026-08-26,Measles,TAS,2026,0
2026-08-26,Measles,VIC,2026,30
2026-08-26,Measles,WA,2026,5
2026-09-02,COVID-19,National,1991,0
2026-09-02,COVID-19,ACT,1991,0
2026-09-02,COVID-19,NSW,1991,0
2026-09-02,COVID-19,NT,1991,0
2026-09-02,COVID-19,QLD,1991,0
2026-09-02,COVID-19,SA,1991,0
2026-09-02,COVID-19,TAS,1991,0
2026-09-02,COVID-19,VIC,1991,0
2026-09-02,COVID-19,WA,1991,0
2026-09-02,COVID-19,National,1992,0
2026-09-02,COVID-19,ACT,1992,0
2026-09-02,COVID-19,NSW,1992,0
2026-09-02,COVID-19,NT,1992,0
2026-09-02,COVID-19,QLD,1992,0
2026-09-02,COVID-19,SA,1992,0
2026-09-02,COVID-19,TAS,1992,0
2026-09-02,COVID-19,VIC,1992,0
2026-09-02,COVID-19,WA,1992,0
2026-09-02,COVID-19,National,1993,0
2026-09-02,COVID-19,ACT,1993,0
2026-09-02,COVID-19,NSW,1993,0
2026-09-02,COVID-19,NT,1993,0
2026-09-02,COVID-19,QLD,1993,0
2026-09-02,COVID-19,SA,1993,0
2026-09-02,COVID-19,TAS,1993,0
2026-09-02,COVID-19,VIC,1993,0
2026-09-02,COVID-19,WA,1993,0
2026-09-02,COVID-19,National,1994,0
2026-09-02,COVID-19,ACT,1994,0
2026-09-02,COVID-19,NSW,1994,0
2026-09-02,COVID-19,NT,1994,0
2026-09-02,COVID-19,QLD,1994,0
2026-09-02,COVID-19,SA,1994,0
2026-09-02,COVID-19,TAS,1994,0
2026-09-02,COVID-19,VIC,1994,0
2026-09-02,COVID-19,WA,1994,0
2026-09-02,COVID-19,National,1995,0
2026-09-02,COVID-19,ACT,1995,0
2026-09-02,COVID-19,NSW,1995,0
2026-09-02,COVID-19,NT,1995,0
2026-09-02,COVID-19,QLD,1995,0
2026-09-02,COVID-19,SA,1995,0
2026-09-02,COVID-19,TAS,1995,0
2026-09-02,COVID-19,VIC,1995,0
2026-09-02,COVID-19,WA,1995,0
2026-09-02,COVID-19,National,1996,0
2026-09-02,COVID-19,ACT,1996,0
2026-09-02,COVID-19,NSW,1996,0
2026-09-02,COVID-19,NT,1996,0
2026-09-02,COVID-19,QLD,1996,0
2026-09-02,COVID-19,SA,1996,0
2026-09-02,COVID-19,TAS,1996,0
2026-09-02,COVID-19,VIC,1996,0
2026-09-02,COVID-19,WA,1996,0
2026-09-02,COVID-19,National,1997,0
2026-09-02,COVID-19,ACT,1997,0
2026-09-02,COVID-19,NSW,1997,0
2026-09-02,COVID-19,NT,1997,0
2026-09-02,COVID-19,QLD,1997,0
2026-09-02,COVID-19,SA,1997,0
2026-09-02,COVID-19,TAS,1997,0
2026-09-02,COVID-19,VIC,1997,0
2026-09-02,COVID-19,WA,1997,0
2026-09-02,COVID-19,National,1998,0
2026-09-02,COVID-19,ACT,1998,0
2026-09-02,COVID-19,NSW,1998,0
2026-09-02,COVID-19,NT,1998,0
2026-09-02,COVID-19,QLD,1998,0
2026-09-02,COVID-19,SA,1998,0
2026-09-02,COVID-19,TAS,1998,0
2026-09-02,COVID-19,VIC,1998,0
2026-09-02,COVID-19,WA,1998,0
2026-09-02,COVID-19,National,1999,0
2026-09-02,COVID-19,ACT,1999,0
2026-09-02,COVID-19,NSW,1999,0
2026-09-02,COVID-19,NT,1999,0
2026-09-02,COVID-19,QLD,1999,0
2026-09-02,COVID-19,SA,1999,0
2026-09-02,COVID-19,TAS,1999,0
2026-09-02,COVID-19,VIC,1999,0
2026-09-02,COVID-19,WA,1999,0
2026-09-02,COVID-19,National,2000,0
2026-09-02,COVID-19,ACT,2000,0
2026-09-02,COVID-19,NSW,2000,0
2026-09-02,COVID-19,NT,2000,0
2026-09-02,COVID-19,QLD,2000,0
2026-09-02,COVID-19,SA,2000,0
2026-09-02,COVID-19,TAS,2000,0
2026-09-02,COVID-19,VIC,2000,0
2026-09-02,COVID-19,WA,2000,0
2026-09-02,COVID-19,National,2001,0
2026-09-02,COVID-19,ACT,2001,0
2026-09-02,COVID-19,NSW,2001,0
2026-09-02,COVID-19,NT,2001,0
2026-09-02,COVID-19,QLD,2001,0
2026-09-02,COVID-19,SA,2001,0
2026-09-02,COVID-19,TAS,2001,0
2026-09-02,COVID-19,VIC,2001,0
2026-09-02,COVID-19,WA,2001,0
2026-09-02,COVID-19,National,2002,0
2026-09-02,COVID-19,ACT,2002,0
2026-09-02,COVID-19,NSW,2002,0
2026-09-02,COVID-19,NT,2002,0
2026-09-02,COVID-19,QLD,2002,0
2026-09-02,COVID-19,SA,2002,0
2026-09-02,COVID-19,TAS,2002,0
2026-09-02,COVID-19,VIC,2002,0
2026-09-02,COVID-19,WA,2002,0
2026-09-02,COVID-19,National,2003,0
2026-09-02,COVID-19,ACT,2003,0
2026-09-02,COVID-19,NSW,2003,0
2026-09-02,COVID-19,NT,2003,0
2026-09-02,COVID-19,QLD,2003,0
2026-09-02,COVID-19,SA,2003,0
2026-09-02,COVID-19,TAS,2003,0
2026-09-02,COVID-19,VIC,2003,0
2026-09-02,COVID-19,WA,2003,0
2026-09-02,COVID-19,National,2004,0
2026-09-02,COVID-19,ACT,2004,0
2026-09-02,COVID-19,NSW,2004,0
2026-09-02,COVID-19,NT,2004,0
2026-09-02,COVID-19,QLD,2004,0
2026-09-02,COVID-19,SA,2004,0
2026-09-02,COVID-19,TAS,2004,0
2026-09-02,COVID-19,VIC,2004,0
2026-09-02,COVID-19,WA,2004,0
2026-09-02,COVID-19,National,2005,0
2026-09-02,COVID-19,ACT,2005,0
2026-09-02,COVID-19,NSW,2005,0
2026-09-02,COVID-19,NT,2005,0
2026-09-02,COVID-19,QLD,2005,0
2026-09-02,COVID-19,SA,2005,0
2026-09-02,COVID-19,TAS,2005,0
2026-09-02,COVID-19,VIC,2005,0
2026-09-02,COVID-19,WA,2005,0
2026-09-02,COVID-19,National,2006,0
2026-09-02,COVID-19,ACT,2006,0
2026-09-02,COVID-19,NSW,2006,0
2026-09-02,COVID-19,NT,2006,0
2026-09-02,COVID-19,QLD,2006,0
2026-09-02,COVID-19,SA,2006,0
2026-09-02,COVID-19,TAS,2006,0
2026-09-02,COVID-19,VIC,2006,0
2026-09-02,COVID-19,WA,2006,0
2026-09-02,COVID-19,National,2007,0
2026-09-02,COVID-19,ACT,2007,0
2026-09-02,COVID-19,NSW,2007,0
2026-09-02,COVID-19,NT,2007,0
2026-09-02,COVID-19,QLD,2007,0
2026-09-02,COVID-19,SA,2007,0
2026-09-02,COVID-19,TAS,2007,0
2026-09-02,COVID-19,VIC,2007,0
2026-09-02,COVID-19,WA,2007,0
2026-09-02,COVID-19,National,2008,0
2026-09-02,COVID-19,ACT,2008,0
2026-09-02,COVID-19,NSW,2008,0
2026-09-02,COVID-19,NT,2008,0
2026-09-02,COVID-19,QLD,2008,0
2026-09-02,COVID-19,SA,2008,0
2026-09-02,COVID-19,TAS,2008,0
2026-09-02,COVID-19,VIC,2008,0
2026-09-02,COVID-19,WA,2008,0
2026-09-02,COVID-19,National,2009,0
2026-09-02,COVID-19,ACT,2009,0
2026-09-02,COVID-19,NSW,2009,0
2026-09-02,COVID-19,NT,2009,0
2026-09-02,COVID-19,QLD,2009,0
2026-09-02,COVID-19,SA,2009,0
2026-09-02,COVID-19,TAS,2009,0
2026-09-02,COVID-19,VIC,2009,0
2026-09-02,COVID-19,WA,2009,0
2026-09-02,COVID-19,National,2010,0
2026-09-02,COVID-19,ACT,2010,0
2026-09-02,COVID-19,NSW,2010,0
2026-09-02,COVID-19,NT,2010,0
2026-09-02,COVID-19,QLD,2010,0
2026-09-02,COVID-19,SA,2010,0
2026-09-02,COVID-19,TAS,2010,0
2026-09-02,COVID-19,VIC,2010,0
2026-09-02,COVID-19,WA,2010,0
2026-09-02,COVID-19,National,2011,0
2026-09-02,COVID-19,ACT,2011,0
2026-09-02,COVID-19,NSW,2011,0
2026-09-02,COVID-19,NT,2011,0
2026-09-02,COVID-19,QLD,2011,0
2026-09-02,COVID-19,SA,2011,0
2026-09-02,COVID-19,TAS,2011,0
2026-09-02,COVID-19,VIC,2011,0
2026-09-02,COVID-19,WA,2011,0
2026-09-02,COVID-19,National,2012,0
2026-09-02,COVID-19,ACT,2012,0
2026-09-02,COVID-19,NSW,2012,0
2026-09-02,COVID-19,NT,2012,0
2026-09-02,COVID-19,QLD,2012,0
2026-09-02,COVID-19,SA,2012,0
2026-09-02,COVID-19,TAS,2012,0
2026-09-02,COVID-19,VIC,2012,0
2026-09-02,COVID-19,WA,2012,0
2026-09-02,COVID-19,National,2013,0
2026-09-02,COVID-19,ACT,2013,0
2026-09-02,COVID-19,NSW,2013,0
2026-09-02,COVID-19,NT,2013,0
2026-09-02,COVID-19,QLD,2013,0
2026-09-02,COVID-19,SA,2013,0
2026-09-02,COVID-19,TAS,2013,0
2026-09-02,COVID-19,VIC,2013,0
2026-09-02,COVID-19,WA,2013,0
2026-09-02,COVID-19,National,2014,0
2026-09-02,COVID-19,ACT,2014,0
2026-09-02,COVID-19,NSW,2014,0
2026-09-02,COVID-19,NT,2014,0
2026-09-02,COVID-19,QLD,2014,0
2026-09-02,COVID-19,SA,2014,0
2026-09-02,COVID-19,TAS,2014,0
2026-09-02,COVID-19,VIC,2014,0
2026-09-02,COVID-19,WA,2014,0
2026-09-02,COVID-19,National,2015,0
2026-09-02,COVID-19,ACT,2015,0
2026-09-02,COVID-19,NSW,2015,0
2026-09-02,COVID-19,NT,2015,0
2026-09-02,COVID-19,QLD,2015,0
2026-09-02,COVID-19,SA,2015,0
2026-09-02,COVID-19,TAS,2015,0
2026-09-02,COVID-19,VIC,2015,0
2026-09-02,COVID-19,WA,2015,0
2026-09-02,COVID-19,National,2016,0
2026-09-02,COVID-19,ACT,2016,0
2026-09-02,COVID-19,NSW,2016,0
2026-09-02,COVID-19,NT,2016,0
2026-09-02,COVID-19,QLD,2016,0
2026-09-02,COVID-19,SA,2016,0
2026-09-02,COVID-19,TAS,2016,0
2026-09-02,COVID-19,VIC,2016,0
2026-09-02,COVID-19,WA,2016,0
2026-09-02,COVID-19,National,2017,0
2026-09-02,COVID-19,ACT,2017,0
2026-09-02,COVID-19,NSW,2017,0
2026-09-02,COVID-19,NT,2017,0
2026-09-02,COVID-19,QLD,2017,0
2026-09-02,COVID-19,SA,2017,0
2026-09-02,COVID-19,TAS,2017,0
2026-09-02,COVID-19,VIC,2017,0
2026-09-02,COVID-19,WA,2017,0
2026-09-02,COVID-19,National,2018,0
2026-09-02,COVID-19,ACT,2018,0
2026-09-02,COVID-19,NSW,2018,0
2026-09-02,COVID-19,NT,2018,0
2026-09-02,COVID-19,QLD,2018,0
2026-09-02,COVID-19,SA,2018,0
2026-09-02,COVID-19,TAS,2018,0
2026-09-02,COVID-19,VIC,2018,0
2026-09-02,COVID-19,WA,2018,0
2026-09-02,COVID-19,National,2019,0
2026-09-02,COVID-19,ACT,2019,0
2026-09-02,COVID-19,NSW,2019,0
2026-09-02,COVID-19,NT,2019,0
2026-09-02,COVID-19,QLD,2019,0
2026-09-02,COVID-19,SA,2019,0
2026-09-02,COVID-19,TAS,2019,0
2026-09-02,COVID-19,VIC,2019,0
2026-09-02,COVID-19,WA,2019,0
2026-09-02,COVID-19,National,2020,28108
2026-09-02,COVID-19,ACT,2020,163
2026-09-02,COVID-19,NSW,2020,4977
2026-09-02,COVID-19,NT,2020,80
2026-09-02,COVID-19,QLD,2020,1295
2026-09-02,COVID-19,SA,2020,614
2026-09-02,COVID-19,TAS,2020,247
2026-09-02,COVID-19,VIC,2020,20729
2026-09-02,COVID-19,WA,2020,3
2026-09-02,COVID-19,National,2021,537811
2026-09-02,COVID-19,ACT,2021,6404
2026-09-02,COVID-19,NSW,2021,279307
2026-09-02,COVID-19,NT,2021,749
2026-09-02,COVID-19,QLD,2021,31616
2026-09-02,COVID-19,SA,2021,18632
2026-09-02,COVID-19,TAS,2021,1632
2026-09-02,COVID-19,VIC,2021,199405
2026-09-02,COVID-19,WA,2021,66
2026-09-02,COVID-19,National,2022,10280938
2026-09-02,COVID-19,ACT,2022,221293
2026-09-02,COVID-19,NSW,2022,3352509
2026-09-02,COVID-19,NT,2022,103137
2026-09-02,COVID-19,QLD,2022,1586921
2026-09-02,COVID-19,SA,2022,850076
2026-09-02,COVID-19,TAS,2022,279578
2026-09-02,COVID-19,VIC,2022,2621398
2026-09-02,COVID-19,WA,2022,1266026
2026-09-02,COVID-19,National,2023,862585
2026-09-02,COVID-19,ACT,2023,23303
2026-09-02,COVID-19,NSW,2023,307951
2026-09-02,COVID-19,NT,2023,6665
2026-09-02,COVID-19,QLD,2023,140251
2026-09-02,COVID-19,SA,2023,95172
2026-09-02,COVID-19,TAS,2023,34427
2026-09-02,COVID-19,VIC,2023,159290
2026-09-02,COVID-19,WA,2023,95526
2026-09-02,COVID-19,National,2024,340716
2026-09-02,COVID-19,ACT,2024,4791
2026-09-02,COVID-19,NSW,2024,132721
2026-09-02,COVID-19,NT,2024,2834
2026-09-02,COVID-19,QLD,2024,73662
2026-09-02,COVID-19,SA,2024,44119
2026-09-02,COVID-19,TAS,2024,12170
2026-09-02,COVID-19,VIC,2024,54331
2026-09-02,COVID-19,WA,2024,16088
2026-09-02,COVID-19,National,2025,185379
2026-09-02,COVID-19,ACT,2025,2985
2026-09-02,COVID-19,NSW,2025,81281
2026-09-02,COVID-19,NT,2025,1665
2026-09-02,COVID-19,QLD,2025,38232
2026-09-02,COVID-19,SA,2025,11471
2026-09-02,COVID-19,TAS,2025,2989
2026-09-02,COVID-19,VIC,2025,34697
2026-09-02,COVID-19,WA,2025,12059
2026-09-02,COVID-19,National,2026,66806
2026-09-02,COVID-19,ACT,2026,1087
2026-09-02,COVID-19,NSW,2026,31195
2026-09-02,COVID-19,NT,2026,299
2026-09-02,COVID-19,QLD,2026,12495
2026-09-02,COVID-19,SA,2026,4178
2026-09-02,COVID-19,TAS,2026,1076
2026-09-02,COVID-19,VIC,2026,12372
2026-09-02,COVID-19,WA,2026,4104
2026-09-02,Influenza,National,1991,0
2026-09-02,Influenza,ACT,1991,0
2026-09-02,Influenza,NSW,1991,0
2026-09-02,Influenza,NT,1991,0
2026-09-02,Influenza,QLD,1991,0
2026-09-02,Influenza,SA,1991,0
2026-09-02,Influenza,TAS,1991,0
2026-09-02,Influenza,VIC,1991,0
2026-09-02,Influenza,WA,1991,0
2026-09-02,Influenza,National,1992,0
2026-09-02,Influenza,ACT,1992,0
2026-09-02,Influenza,NSW,1992,0
2026-09-02,Influenza,NT,1992,0
2026-09-02,Influenza,QLD,1992,0
2026-09-02,Influenza,SA,1992,0
2026-09-02,Influenza,TAS,1992,0
2026-09-02,Influenza,VIC,1992,0
2026-09-02,Influenza,WA,1992,0
2026-09-02,Influenza,National,1993,0
2026-09-02,Influenza,ACT,1993,0
2026-09-02,Influenza,NSW,1993,0
2026-09-02,Influenza,NT,1993,0
2026-09-02,Influenza,QLD,1993,0
2026-09-02,Influenza,SA,1993,0
2026-09-02,Influenza,TAS,1993,0
2026-09-02,Influenza,VIC,1993,0
2026-09-02,Influenza,WA,1993,0
2026-09-02,Influenza,National,1994,0
2026-09-02,Influenza,ACT,1994,0
2026-09-02,Influenza,NSW,1994,0
2026-09-02,Influenza,NT,1994,0
2026-09-02,Influenza,QLD,1994,0
2026-09-02,Influenza,SA,1994,0
2026-09-02,Influenza,TAS,1994,0
2026-09-02,Influenza,VIC,1994,0
2026-09-02,Influenza,WA,1994,0
2026-09-02,Influenza,National,1995,0
2026-09-02,Influenza,ACT,1995,0
2026-09-02,Influenza,NSW,1995,0
2026-09-02,Influenza,NT,1995,0
2026-09-02,Influenza,QLD,1995,0
2026-09-02,Influenza,SA,1995,0
2026-09-02,Influenza,TAS,1995,0
2026-09-02,Influenza,VIC,1995,0
2026-09-02,Influenza,WA,1995,0
2026-09-02,Influenza,National,1996,0
2026-09-02,Influenza,ACT,1996,0
2026-09-02,Influenza,NSW,1996,0
2026-09-02,Influenza,NT,1996,0
2026-09-02,Influenza,QLD,1996,0
2026-09-02,Influenza,SA,1996,0
2026-09-02,Influenza,TAS,1996,0
2026-09-02,Influenza,VIC,1996,0
2026-09-02,Influenza,WA,1996,0
2026-09-02,Influenza,National,1997,0
2026-09-02,Influenza,ACT,1997,0
2026-09-02,Influenza,NSW,1997,0
2026-09-02,Influenza,NT,1997,0
2026-09-02,Influenza,QLD,1997,0
2026-09-02,Influenza,SA,1997,0
2026-09-02,Influenza,TAS,1997,0
2026-09-02,Influenza,VIC,1997,0
2026-09-02,Influenza,WA,1997,0
2026-09-02,Influenza,National,1998,0
2026-09-02,Influenza,ACT,1998,0
2026-09-02,Influenza,NSW,1998,0
2026-09-02,Influenza,NT,1998,0
2026-09-02,Influenza,QLD,1998,0
2026-09-02,Influenza,SA,1998,0
2026-09-02,Influenza,TAS,1998,0
2026-09-02,Influenza,VIC,1998,0
2026-09-02,Influenza,WA,1998,0
2026-09-02,Influenza,National,1999,0
2026-09-02,Influenza,ACT,1999,0
2026-09-02,Influenza,NSW,1999,0
2026-09-02,Influenza,NT,1999,0
2026-09-02,Influenza,QLD,1999,0
2026-09-02,Influenza,SA,1999,0
2026-09-02,Influenza,TAS,1999,0
2026-09-02,Influenza,VIC,1999,0
2026-09-02,Influenza,WA,1999,0
2026-09-02,Influenza,National,2000,0
2026-09-02,Influenza,ACT,2000,0
2026-09-02,Influenza,NSW,2000,0
2026-09-02,Influenza,NT,2000,0
2026-09-02,Influenza,QLD,2000,0
2026-09-02,Influenza,SA,2000,0
2026-09-02,Influenza,TAS,2000,0
2026-09-02,Influenza,VIC,2000,0
2026-09-02,Influenza,WA,2000,0
2026-09-02,Influenza,National,2001,1231
2026-09-02,Influenza,ACT,2001,14
2026-09-02,Influenza,NSW,2001,246
2026-09-02,Influenza,NT,2001,95
2026-09-02,Influenza,QLD,2001,394
2026-09-02,Influenza,SA,2001,137
2026-09-02,Influenza,TAS,2001,0
2026-09-02,Influenza,VIC,2001,177
2026-09-02,Influenza,WA,2001,168
2026-09-02,Influenza,National,2002,3730
2026-09-02,Influenza,ACT,2002,19
2026-09-02,Influenza,NSW,2002,1012
2026-09-02,Influenza,NT,2002,54
2026-09-02,Influenza,QLD,2002,1142
2026-09-02,Influenza,SA,2002,291
2026-09-02,Influenza,TAS,2002,7
2026-09-02,Influenza,VIC,2002,594
2026-09-02,Influenza,WA,2002,611
2026-09-02,Influenza,National,2003,3424
2026-09-02,Influenza,ACT,2003,8
2026-09-02,Influenza,NSW,2003,863
2026-09-02,Influenza,NT,2003,151
2026-09-02,Influenza,QLD,2003,888
2026-09-02,Influenza,SA,2003,311
2026-09-02,Influenza,TAS,2003,7
2026-09-02,Influenza,VIC,2003,645
2026-09-02,Influenza,WA,2003,551
2026-09-02,Influenza,National,2004,2067
2026-09-02,Influenza,ACT,2004,3
2026-09-02,Influenza,NSW,2004,937
2026-09-02,Influenza,NT,2004,39
2026-09-02,Influenza,QLD,2004,615
2026-09-02,Influenza,SA,2004,75
2026-09-02,Influenza,TAS,2004,3
2026-09-02,Influenza,VIC,2004,205
2026-09-02,Influenza,WA,2004,190
2026-09-02,Influenza,National,2005,4561
2026-09-02,Influenza,ACT,2005,42
2026-09-02,Influenza,NSW,2005,1414
2026-09-02,Influenza,NT,2005,61
2026-09-02,Influenza,QLD,2005,1691
2026-09-02,Influenza,SA,2005,277
2026-09-02,Influenza,TAS,2005,19
2026-09-02,Influenza,VIC,2005,595
2026-09-02,Influenza,WA,2005,462
2026-09-02,Influenza,National,2006,3313
2026-09-02,Influenza,ACT,2006,80
2026-09-02,Influenza,NSW,2006,677
2026-09-02,Influenza,NT,2006,41
2026-09-02,Influenza,QLD,2006,1747
2026-09-02,Influenza,SA,2006,89
2026-09-02,Influenza,TAS,2006,47
2026-09-02,Influenza,VIC,2006,421
2026-09-02,Influenza,WA,2006,211
2026-09-02,Influenza,National,2007,10533
2026-09-02,Influenza,ACT,2007,391
2026-09-02,Influenza,NSW,2007,2056
2026-09-02,Influenza,NT,2007,183
2026-09-02,Influenza,QLD,2007,4575
2026-09-02,Influenza,SA,2007,282
2026-09-02,Influenza,TAS,2007,416
2026-09-02,Influenza,VIC,2007,1597
2026-09-02,Influenza,WA,2007,1033
2026-09-02,Influenza,National,2008,9173
2026-09-02,Influenza,ACT,2008,244
2026-09-02,Influenza,NSW,2008,1854
2026-09-02,Influenza,NT,2008,200
2026-09-02,Influenza,QLD,2008,3696
2026-09-02,Influenza,SA,2008,474
2026-09-02,Influenza,TAS,2008,385
2026-09-02,Influenza,VIC,2008,1300
2026-09-02,Influenza,WA,2008,1020
2026-09-02,Influenza,National,2009,59035
2026-09-02,Influenza,ACT,2009,1264
2026-09-02,Influenza,NSW,2009,12841
2026-09-02,Influenza,NT,2009,1979
2026-09-02,Influenza,QLD,2009,18313
2026-09-02,Influenza,SA,2009,10764
2026-09-02,Influenza,TAS,2009,1311
2026-09-02,Influenza,VIC,2009,7038
2026-09-02,Influenza,WA,2009,5525
2026-09-02,Influenza,National,2010,13425
2026-09-02,Influenza,ACT,2010,95
2026-09-02,Influenza,NSW,2010,1564
2026-09-02,Influenza,NT,2010,479
2026-09-02,Influenza,QLD,2010,3211
2026-09-02,Influenza,SA,2010,4260
2026-09-02,Influenza,TAS,2010,107
2026-09-02,Influenza,VIC,2010,2084
2026-09-02,Influenza,WA,2010,1625
2026-09-02,Influenza,National,2011,27219
2026-09-02,Influenza,ACT,2011,270
2026-09-02,Influenza,NSW,2011,5791
2026-09-02,Influenza,NT,2011,597
2026-09-02,Influenza,QLD,2011,10382
2026-09-02,Influenza,SA,2011,4742
2026-09-02,Influenza,TAS,2011,363
2026-09-02,Influenza,VIC,2011,3211
2026-09-02,Influenza,WA,2011,1863
2026-09-02,Influenza,National,2012,44545
2026-09-02,Influenza,ACT,2012,667
2026-09-02,Influenza,NSW,2012,7991
2026-09-02,Influenza,NT,2012,443
2026-09-02,Influenza,QLD,2012,16834
2026-09-02,Influenza,SA,2012,6287
2026-09-02,Influenza,TAS,2012,1095
2026-09-02,Influenza,VIC,2012,5994
2026-09-02,Influenza,WA,2012,5234
2026-09-02,Influenza,National,2013,28292
2026-09-02,Influenza,ACT,2013,552
2026-09-02,Influenza,NSW,2013,8384
2026-09-02,Influenza,NT,2013,480
2026-09-02,Influenza,QLD,2013,5507
2026-09-02,Influenza,SA,2013,4827
2026-09-02,Influenza,TAS,2013,297
2026-09-02,Influenza,VIC,2013,5847
2026-09-02,Influenza,WA,2013,2398
2026-09-02,Influenza,National,2014,67692
2026-09-02,Influenza,ACT,2014,1262
2026-09-02,Influenza,NSW,2014,20896
2026-09-02,Influenza,NT,2014,810
2026-09-02,Influenza,QLD,2014,17895
2026-09-02,Influenza,SA,2014,11043
2026-09-02,Influenza,TAS,2014,675
2026-09-02,Influenza,VIC,2014,9861
2026-09-02,Influenza,WA,2014,5250
2026-09-02,Influenza,National,2015,100565
2026-09-02,Influenza,ACT,2015,1206
2026-09-02,Influenza,NSW,2015,30250
2026-09-02,Influenza,NT,2015,676
2026-09-02,Influenza,QLD,2015,28061
2026-09-02,Influenza,SA,2015,15654
2026-09-02,Influenza,TAS,2015,1437
2026-09-02,Influenza,VIC,2015,17289
2026-09-02,Influenza,WA,2015,5992
2026-09-02,Influenza,National,2016,90869
2026-09-02,Influenza,ACT,2016,1604
2026-09-02,Influenza,NSW,2016,35576
2026-09-02,Influenza,NT,2016,701
2026-09-02,Influenza,QLD,2016,23294
2026-09-02,Influenza,SA,2016,7871
2026-09-02,Influenza,TAS,2016,1056
2026-09-02,Influenza,VIC,2016,12938
2026-09-02,Influenza,WA,2016,7829
2026-09-02,Influenza,National,2017,251260
2026-09-02,Influenza,ACT,2017,3094
2026-09-02,Influenza,NSW,2017,103837
2026-09-02,Influenza,NT,2017,1474
2026-09-02,Influenza,QLD,2017,56613
2026-09-02,Influenza,SA,2017,28495
2026-09-02,Influenza,TAS,2017,3509
2026-09-02,Influenza,VIC,2017,48222
2026-09-02,Influenza,WA,2017,6016
2026-09-02,Influenza,National,2018,58869
2026-09-02,Influenza,ACT,2018,474
2026-09-02,Influenza,NSW,2018,17515
2026-09-02,Influenza,NT,2018,1195
2026-09-02,Influenza,QLD,2018,15699
2026-09-02,Influenza,SA,2018,5895
2026-09-02,Influenza,TAS,2018,452
2026-09-02,Influenza,VIC,2018,11774
2026-09-02,Influenza,WA,2018,5865
2026-09-02,Influenza,National,2019,313472
